,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic
Ha, ha, wow, wow, wow  
  
Na, na, na, na, na, na, yeah  
Na, na, na, na, na, na, go for it  
Na, na, na, na, na, na, wow, wow, wow  
Na, na, na, na, na, na, yeah, yeah  
  
Da, da, da, da, da, da  
Da, da, da, da, da, da, wow  
Da, da, da, da, da, da  
Da, da, da, da, da, da, yeah  
  
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah  
A state of shock, I like it  
A state of shock, I can feel it  
A state of shock, go  
A state of shock, ah ha  
A state of shock, ah ha, uh  
A state of shock, woo hoo  
A state of shock  
  
Nah, nah, nah, nah, nah, nah, nah, nah  
Nah, nah, nah, nah, nah, nah, nah, nah  
Nah, nah, nah, nah, nah, nah, nah, nah

",Victory,1984,Pop,United States,26,['Baby talk'],"['Recorded music', 'Music media', 'Albums', 'Music industry', 'Pop music', 'Popular music', 'Sound recording', 'Music', 'Contemporary music', 'Songs']"

86,87,Nickelback,If Everyone Cared,/n/nickelback/if+everyone+cared_20483032.html,"From underneath the trees, we watch the sky  
Confusing stars for satellites  
I never dreamed that you'd be mine  
But here we are, we're here tonight  
  
Singing Amen, I'm alive (I'm alive)  
Singing Amen, I'm alive  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
And I'm singing  
  
Amen I, Amen I, Amen I, I'm alive  
Amen I, Amen I, Amen I, I'm alive  
  
And in the air the fireflies  
Our only light in paradise  
We'll show the world they were wrong  
And teach them all to sing along  
  
Singing Amen, I, I'm alive (I'm alive)  
Singing Amen, I, I'm alive  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
  
And as we lie beneath the stars  
We realize how small we are  
If they could love like you and me  
Imagine what the world could be  
  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
If everyone cared and nobody cried  
If everyone loved and nobody lied  
If everyone shared and swallowed their pride  
Then we'd see the day when nobody died  
  
Then we'd see the day, we'd see the day  
When nobody died  
Then we'd see the day, we'd see the day  
When nobody died  
Then we'd see the day when nobody died

",All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['Firefly', 'Sky']","['Entertainment', 'Television episodes', 'American television episodes', 'Television series', 'Fiction', 'Firefly', 'Creative works', 'Sky', 'Literature', 'Performing arts']"

87,88,Nickelback,Just For,/n/nickelback/just+for_20100420.html,"I want to take his eyes out  
Just for looking at you  
Yes I do  
I want to take his hands off  
Just for touching you  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
  
And I want to make him  
Regret life since the day he met you  
Yes I do  
And I want to make him  
Take back all that he took from you  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
Yes I do  
Yes I do  
Yes I do  
  
And I want to rip his heart out  
Just for hurting you  
And I want to break his mind down  
Yes I do  
Yes I do  
Yes I do  
Yes I do

",Curb,1996,Hard rock,United States,22,,"['Human communication', 'Elements of fiction', 'Drama', 'Cognitive science']"

88,89,Nickelback,Rockstar,/n/nickelback/rockstar_20483026.html,"I'm through with standing in line  
To clubs I'll never get in  
It's like the bottom of the ninth  
And I'm never gonna win  
This life hasn't turned out  
Quite the way I want it to be  
(Tell me what you want)  
  
I want a brand new house  
On an episode of Cribs  
And a bathroom I can play baseball in  
And a king size tub big enough  
For ten plus me  
(So what you need?)  
  
I'll need a credit card that's got no limit  
And a big black jet with a bedroom in it  
Gonna join the mile high club  
At thirty-seven thousand feet  
(Been there, done that)  
  
I want a new tour bus full of old guitars  
My own star on Hollywood Boulevard  
Somewhere between Cher and  
James Dean is fine for me  
(So how you gonna do it?)  
  
I'm gonna trade this life for fortune and fame  
I'd even cut my hair and change my name  
  
'Cause we all just wanna be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny in her bleach blond hair, and we'll  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star  
  
I want to be great like Elvis without the tassels  
Hire eight body guards that love to beat up assholes  
Sign a couple autographs  
So I can eat my meals for free  
(I'll have the quesadilla)  
  
I'm gonna dress my ass  
With the latest fashion  
Get a front door key to the Playboy mansion  
Gonna date a centerfold that loves to  
Blow my money for me  
(Does this make me look fat?)  
(So how you gonna do it?)  
  
I'm gonna trade this life for fortune and fame  
I'd even cut my hair and change my name  
  
Cause we all just wanna be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny with her bleach blond hair  
And we'll hide out in the private rooms  
With the latest dictionary and today's who's who  
They'll get you anything with that evil smile  
Everybody's got a drug dealer on speed dial, well  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star  
  
I'm gonna sing those songs  
That offend the censors  
Gonna pop my pills  
From a Pez dispenser  
Get washed-up singers writing all my songs  
Lip sync 'em every night so I don't get 'em wrong  
  
Well, we all just want to be big rock stars  
And live in hilltop houses driving fifteen cars  
The girls come easy and the drugs come cheap  
We'll all stay skinny 'cause we just won't eat  
And we'll hang out in the coolest bars  
In the VIP with the movie stars  
Every good gold digger's gonna wind up there  
Every Playboy bunny with her bleach blond hair  
And we'll hide out in the private rooms  
With the latest dictionary and today's who's who  
They'll get you anything with that evil smile  
Everybody's got a drug dealer on speed dial, well  
Hey, hey, I want to be a rock star  
Hey, hey, I want to be a rock star

",All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['Elvis Presley', 'Cher', 'James Dean', 'Playboy', 'Betting in poker', 'Bus', 'Playboy Mansion', 'Lip sync', 'Baseball', 'Autograph', 'Blond', 'Playboy Bunny', 'Credit card']","['Music', 'American musicians', 'Playboy', 'Elvis Presley', 'Cher', 'Pop music', 'Performing arts', 'Entertainment', 'Recorded music', 'Pop songs']"

89,90,Nickelback,Side Of A Bullet,/n/nickelback/side+of+a+bullet_20483024.html,"Uncle Sam taught him to shoot  
Maybe a little too well  
Finger on the trigger, loaded bullet  
He hit the stage so full of rage  
And let the whole world know it  
Six feet away, they heard him say  
""Oh God, don't let him pull it.""  
  
Please, God, don't let him pull it  
How could you put us through it?  
His brother watched you do it  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and on my own  
I cried alone and scratched your name  
In the side of a bullet  
  
And in the wake of his mistake  
So many lives are broken  
Gone forever from a loaded bullet  
And no excuse that you could use  
Could pull somebody through it  
And to this day so many say  
""God, why'd you let him do it?""  
  
How could you let him do it?  
How could you put us through it?  
His brother watched him do it  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and cried alone  
And on my own I scratched your name  
In the side of a bullet  
  
How could you take his life away?  
(What made you think you had the right...)  
How could you be so full of hate?  
(...to take away somebody's life?  
And when I heard you let him die  
And made the world all wonder why  
I sat at home, and cried alone  
And on my own I scratched your name  
In the side of a bullet  
  
On the side of a bullet  
On the side of a bullet  
On the side of a bullet

",All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['God', 'Uncle Sam', 'Trigger (firearms)', 'Bullet', '2017-11-25T00:00:00.000-05:00', '6']","['Shacharit for Shabbat and Yom Tov', 'Shabbat prayers', 'Torah reading', 'Months of the Hebrew calendar', 'Shabbat', 'Torah books', 'Weekly Torah readings', 'Jewish services', 'Jewish prayer and ritual texts', 'Jewish life cycle']"
